	parent	child
19814	root	K02932
19815	root	K21763
19816	root	K25203
19817	root	K23736
19818	root	K18078
19819	root	K23809
19820	root	K00471
19821	root	K04370
19822	root	K09000
19823	root	K03256
19824	root	K13701
19825	root	K24170
19826	root	K24391
19827	root	K19585
19828	root	K22690
19829	root	K16265
19830	root	K14164
19831	root	K07985
19832	root	K09621
19833	root	K12797
19834	root	K20411
19835	root	K14740
19836	root	K08236
19837	root	K05878
19838	root	K03764
19839	root	K06255
19840	root	K05880
19841	root	K24631
19842	root	K22039
19843	root	K15701
19844	root	K16097
19845	root	K08514
19846	root	K00038
19847	root	K13843
19848	root	K00611
19849	root	K00666
19850	root	K18766
19851	root	K10552
19852	root	K09195
19853	root	K07177
19854	root	K21456
19855	root	K04958
19856	root	K04529
19857	root	K09875
19858	root	K00681
19859	root	K14219
19860	root	K21784
19861	root	K21055
19862	root	K18353
19863	root	K13196
19864	root	K25063
19865	root	K03812
19866	root	K13991
19867	root	K21573
19868	root	K17238
19869	root	K21357
19870	root	K22077
19871	root	K25298
19872	root	K11814
19873	root	K08666
19874	root	K12902
19875	root	K12244
19876	root	K25191
19877	root	K23699
19878	root	K06396
19879	root	K12577
19880	root	K06436
19881	root	K20935
19882	root	K11525
19883	root	K05406
19884	root	K13175
19885	root	K13635
19886	root	K16795
19887	root	K14579
19888	root	K12757
19889	root	K12028
19890	root	K09191
19891	root	K21382
19892	root	K09935
19893	root	K06370
19894	root	K22175
19895	root	K11412
19896	root	K10203
19897	root	K07430
19898	root	K20175
19899	root	K17928
19900	root	K20099
19901	root	K21937
19902	root	K07290
19903	root	K10143
19904	root	K06152
19905	root	K18788
19906	root	K05556
19907	root	K21434
19908	root	K05501
19909	root	K00344
19910	root	K24431
19911	root	K21104
19912	root	K04169
19913	root	K02588
19914	root	K08090
19915	root	K09101
19916	root	K23294
19917	root	K16848
19918	root	K23704
19919	root	K00203
19920	root	K05913
19921	root	K15134
19922	root	K17527
19923	root	K09472
19924	root	K07817
19925	root	K12418
19926	root	K09269
19927	root	K23237
19928	root	K23321
19929	root	K17235
19930	root	K25838
19931	root	K13441
19932	root	K06933
19933	root	K09652
19934	root	K03043
19935	root	K21346
19936	root	K19324
19937	root	K03044
19938	root	K08343
19939	root	K00147
19940	root	K20975
19941	root	K12740
19942	root	K19160
19943	root	K07485
19944	root	K14991
19945	root	K05460
19946	root	K11184
19947	root	K03923
19948	root	K19966
19949	root	K04647
19950	root	K21927
19951	root	K01979
19952	root	K11961
19953	root	K04367
19954	root	K05241
19955	root	K11522
19956	root	K22183
19957	root	K02969
19958	root	K22577
19959	root	K22017
19960	root	K04941
19961	root	K17769
19962	root	K12662
19963	root	K24912
19964	root	K14349
19965	root	K25046
19966	root	K25773
19967	root	K01659
19968	root	K14979
19969	root	K08142
19970	root	K10873
19971	root	K10622
19972	root	K08462
19973	root	K16635
19974	root	K05672
19975	root	K25388
19976	root	K23544
19977	root	K12455
19978	root	K21043
19979	root	K25190
19980	root	K20125
19981	root	K21592
19982	root	K05172
19983	root	K04628
19984	root	K05385
19985	root	K00976
19986	root	K09985
19987	root	K15200
19988	root	K07351
19989	root	K08464
19990	root	K11008
19991	root	K18152
19992	root	K24672
19993	root	K19465
19994	root	K16947
19995	root	K11264
19996	root	K18315
19997	root	K24702
19998	root	K19548
19999	root	K12109
20000	root	K18678
20001	root	K18072
20002	root	K17809
20003	root	K03919
20004	root	K01783
20005	root	K03568
20006	root	K04338
20007	root	K01736
20008	root	K25892
20009	root	K22416
20010	root	K20973
20011	root	K00960
20012	root	K23120
20013	root	K21839
20014	root	K18502
20015	root	K13466
20016	root	K15351
20017	root	K20533
20018	root	K21078
20019	root	K06319
20020	root	K00569
20021	root	K12598
20022	root	K11660
20023	root	K21623
20024	root	K22354
20025	root	K25397
20026	root	K22893
20027	root	K16478
20028	root	K19234
20029	root	K24024
20030	root	K01839
20031	root	K04093
20032	root	K08101
20033	root	K07468
20034	root	K05964
20035	root	K17777
20036	root	K05108
20037	root	K24630
20038	root	K15912
20039	root	K06919
20040	root	K18522
20041	root	K17109
20042	root	K23703
20043	root	K04451
20044	root	K14659
20045	root	K10578
20046	root	K12929
20047	root	K05855
20048	root	K02463
20049	root	K16988
20050	root	K01858
20051	root	K02483
20052	root	K01522
20053	root	K00781
20054	root	K05693
20055	root	K22813
20056	root	K08908
20057	root	K25605
20058	root	K05448
20059	root	K03452
20060	root	K17907
20061	root	K10515
20062	root	K17433
20063	root	K24194
20064	root	K20848
20065	root	K23820
20066	root	K17650
20067	root	K16278
20068	root	K24044
20069	root	K03261
20070	root	K03869
20071	root	K10631
20072	root	K18046
20073	root	K23239
20074	root	K04811
20075	root	K09292
20076	root	K03666
20077	root	K06702
20078	root	K13795
20079	root	K01133
20080	root	K17568
20081	root	K18622
20082	root	K02563
20083	root	K04967
20084	root	K02699
20085	root	K07839
20086	root	K17750
20087	root	K00749
20088	root	K24900
20089	root	K15227
20090	root	K12132
20091	root	K20377
20092	root	K02132
20093	root	K07126
20094	root	K02037
20095	root	K14711
20096	root	K07774
20097	root	K25464
20098	root	K12818
20099	root	K13906
20100	root	K07042
20101	root	K01312
20102	root	K18565
20103	root	K16781
20104	root	K11794
20105	root	K18051
20106	root	K11742
20107	root	K11083
20108	root	K17064
20109	root	K10824
20110	root	K11404
20111	root	K18556
20112	root	K00603
20113	root	K11433
20114	root	K17899
20115	root	K07148
20116	root	K15043
20117	root	K24607
20118	root	K23148
20119	root	K12381
20120	root	K23112
20121	root	K09432
20122	root	K21296
20123	root	K11605
20124	root	K12771
20125	root	K16124
20126	root	K03928
20127	root	K06887
20128	root	K10397
20129	root	K03553
20130	root	K00727
20131	root	K04181
20132	root	K08122
20133	root	K02839
20134	root	K11398
20135	root	K20431
20136	root	K06678
20137	root	K08143
20138	root	K21646
20139	root	K25248
20140	root	K02141
20141	root	K20443
20142	root	K01399
20143	root	K24377
20144	root	K22879
20145	root	K22129
20146	root	K22033
20147	root	K12659
20148	root	K13592
20149	root	K01724
20150	root	K01155
20151	root	K09056
20152	root	K00182
20153	root	K19698
20154	root	K03429
20155	root	K19246
20156	root	K23006
20157	root	K14046
20158	root	K06633
20159	root	K05572
20160	root	K18464
20161	root	K24245
20162	root	K11766
20163	root	K12985
20164	root	K22090
20165	root	K19747
20166	root	K14462
20167	root	K13142
20168	root	K18902
20169	root	K20844
20170	root	K04108
20171	root	K02439
20172	root	K06948
20173	root	K00767
20174	root	K12078
20175	root	K07583
20176	root	K10692
20177	root	K12425
20178	root	K20133
20179	root	K02054
20180	root	K05002
20181	root	K12799
20182	root	K07205
20183	root	K23728
20184	root	K13941
20185	root	K21769
20186	root	K03388
20187	root	K09788
20188	root	K24996
20189	root	K10409
20190	root	K24956
20191	root	K15425
20192	root	K14629
20193	root	K06129
20194	root	K12004
20195	root	K24082
20196	root	K11455
20197	root	K23013
20198	root	K09283
20199	root	K06211
20200	root	K11681
20201	root	K21107
20202	root	K01210
20203	root	K17759
20204	root	K04121
20205	root	K03634
20206	root	K25154
20207	root	K08071
20208	root	K07282
20209	root	K18727
20210	root	K05497
20211	root	K07104
20212	root	K19715
20213	root	K08634
20214	root	K19935
20215	root	K04072
20216	root	K22221
20217	root	K24756
20218	root	K13076
20219	root	K24982
20220	root	K15995
20221	root	K11860
20222	root	K23712
20223	root	K07504
20224	root	K13574
20225	root	K12298
20226	root	K02498
20227	root	K08370
20228	root	K04503
20229	root	K02729
20230	root	K16085
20231	root	K17863
20232	root	K24025
20233	root	K14002
20234	root	K18050
20235	root	K24273
20236	root	K10659
20237	root	K00822
20238	root	K14431
20239	root	K09462
20240	root	K18751
20241	root	K25504
20242	root	K06329
20243	root	K04904
20244	root	K06764
20245	root	K23916
20246	root	K01620
20247	root	K07826
20248	root	K24434
20249	root	K12196
20250	root	K05220
20251	root	K02345
20252	root	K18066
20253	root	K16370
20254	root	K25473
20255	root	K16002
20256	root	K05386
20257	root	K04057
20258	root	K23344
20259	root	K13191
20260	root	K21448
20261	root	K09891
20262	root	K25559
20263	root	K20715
20264	root	K14908
20265	root	K17093
20266	root	K00743
20267	root	K12015
20268	root	K12570
20269	root	K12907
20270	root	K11503
20271	root	K22389
20272	root	K04303
20273	root	K22947
20274	root	K18587
20275	root	K22253
20276	root	K05462
20277	root	K17067
20278	root	K08337
20279	root	K21105
20280	root	K13400
20281	root	K21987
20282	root	K24464
20283	root	K15030
20284	root	K24878
20285	root	K13567
20286	root	K03251
20287	root	K20026
20288	root	K03646
20289	root	K00319
20290	root	K12385
20291	root	K19637
20292	root	K08408
20293	root	K00799
20294	root	K04201
20295	root	K03014
20296	root	K20100
20297	root	K22095
20298	root	K14777
20299	root	K23792
20300	root	K08717
20301	root	K15415
20302	root	K17264
20303	root	K10706
20304	root	K18571
20305	root	K05502
20306	root	K16163
20307	root	K04490
20308	root	K03584
20309	root	K23035
20310	root	K05790
20311	root	K24872
20312	root	K18167
20313	root	K19117
20314	root	K16475
20315	root	K00373
20316	root	K17751
20317	root	K01673
20318	root	K13169
20319	root	K22239
20320	root	K02879
20321	root	K07687
20322	root	K20190
20323	root	K12353
20324	root	K04849
20325	root	K24494
20326	root	K21412
20327	root	K16065
20328	root	K12011
20329	root	K18068
20330	root	K00663
20331	root	K25412
20332	root	K19488
20333	root	K06940
20334	root	K03889
20335	root	K03391
20336	root	K16408
20337	root	K19839
20338	root	K13992
20339	root	K25708
20340	root	K22335
20341	root	K15776
20342	root	K12341
20343	root	K23127
20344	root	K01164
20345	root	K13788
20346	root	K18913
20347	root	K02223
20348	root	K03235
20349	root	K19602
20350	root	K09319
20351	root	K24508
20352	root	K21907
20353	root	K20057
20354	root	K00804
20355	root	K22987
20356	root	K14018
20357	root	K13263
20358	root	K09811
20359	root	K15980
20360	root	K12173
20361	root	K04622
20362	root	K17530
20363	root	K23556
20364	root	K07904
20365	root	K13322
20366	root	K04770
20367	root	K21133
20368	root	K07071
20369	root	K23425
20370	root	K24793
20371	root	K05084
20372	root	K20024
20373	root	K01739
20374	root	K11324
20375	root	K10245
20376	root	K02106
20377	root	K08539
20378	root	K21037
20379	root	K06528
20380	root	K10225
20381	root	K16540
20382	root	K08590
20383	root	K23516
20384	root	K09012
20385	root	K04512
20386	root	K09640
20387	root	K03193
20388	root	K19466
20389	root	K04984
20390	root	K14703
20391	root	K18728
20392	root	K10348
20393	root	K07914
20394	root	K24428
20395	root	K14397
20396	root	K24531
20397	root	K08224
20398	root	K13167
20399	root	K08712
20400	root	K06181
20401	root	K12522
20402	root	K02229
20403	root	K16512
20404	root	K20663
20405	root	K22630
20406	root	K24019
20407	root	K10038
20408	root	K14881
20409	root	K16897
20410	root	K00581
20411	root	K21832
20412	root	K03697
20413	root	K12031
20414	root	K04284
20415	root	K02348
20416	root	K01374
20417	root	K17497
20418	root	K04731
20419	root	K03572
20420	root	K13250
20421	root	K20566
20422	root	K20155
20423	root	K03566
20424	root	K04533
20425	root	K09182
20426	root	K01638
20427	root	K05853
20428	root	K20426
20429	root	K13939
20430	root	K12437
20431	root	K22076
20432	root	K03636
20433	root	K14352
20434	root	K12844
20435	root	K17335
20436	root	K00322
20437	root	K23339
20438	root	K04637
20439	root	K25891
20440	root	K24735
20441	root	K10426
20442	root	K02411
20443	root	K14996
20444	root	K11996
20445	root	K21401
20446	root	K16117
20447	root	K15506
20448	root	K04304
20449	root	K25196
20450	root	K01630
20451	root	K03721
20452	root	K19345
20453	root	K19387
20454	root	K04607
20455	root	K02604
20456	root	K11937
20457	root	K11598
20458	root	K13766
20459	root	K04548
20460	root	K12450
20461	root	K22903
20462	root	K19869
20463	root	K04547
20464	root	K02650
20465	root	K09224
20466	root	K12445
20467	root	K11795
20468	root	K19183
20469	root	K16273
20470	root	K25657
20471	root	K01699
20472	root	K04060
20473	root	K00124
20474	root	K07181
20475	root	K01380
20476	root	K21156
20477	root	K02543
20478	root	K08446
20479	root	K08211
20480	root	K12143
20481	root	K12635
20482	root	K04911
20483	root	K09758
20484	root	K08596
20485	root	K24038
20486	root	K11461
20487	root	K18495
20488	root	K07752
20489	root	K05847
20490	root	K14101
20491	root	K18021
20492	root	K06406
20493	root	K16843
20494	root	K25287
20495	root	K07280
20496	root	K22441
20497	root	K06500
20498	root	K12943
20499	root	K14642
20500	root	K10298
20501	root	K17509
20502	root	K05551
20503	root	K10780
20504	root	K16711
20505	root	K13723
20506	root	K24356
20507	root	K04600
20508	root	K19214
20509	root	K21323
20510	root	K13390
20511	root	K11736
20512	root	K08544
20513	root	K18918
20514	root	K23418
20515	root	K07487
20516	root	K04745
20517	root	K01794
20518	root	K03603
20519	root	K04714
20520	root	K21372
20521	root	K19914
20522	root	K24570
20523	root	K25109
20524	root	K18928
20525	root	K08899
20526	root	K15189
20527	root	K11115
20528	root	K11132
20529	root	K11026
20530	root	K04199
20531	root	K25024
20532	root	K12764
20533	root	K13144
20534	root	K19504
20535	root	K25831
20536	root	K11031
20537	root	K19110
20538	root	K12709
20539	root	K23733
20540	root	K03021
20541	root	K05150
20542	root	K14149
20543	root	K10823
20544	root	K16286
20545	root	K10087
20546	root	K17189
20547	root	K16487
20548	root	K00103
20549	root	K23315
20550	root	K02831
20551	root	K02079
20552	root	K20308
20553	root	K02670
20554	root	K16334
20555	root	K20119
20556	root	K09739
20557	root	K09134
20558	root	K15684
20559	root	K11926
20560	root	K20806
20561	root	K13957
20562	root	K09210
20563	root	K18708
20564	root	K22089
20565	root	K08710
20566	root	K07062
20567	root	K20541
20568	root	K00088
20569	root	K03504
20570	root	K18869
20571	root	K10602
20572	root	K02974
20573	root	K00053
20574	root	K14722
20575	root	K12054
20576	root	K11235
20577	root	K03057
20578	root	K17174
20579	root	K15261
20580	root	K26006
20581	root	K23323
20582	root	K22533
20583	root	K23160
20584	root	K03976
20585	root	K16629
20586	root	K22833
20587	root	K17138
20588	root	K04038
20589	root	K25689
20590	root	K14109
20591	root	K09839
20592	root	K15017
20593	root	K02444
20594	root	K15438
20595	root	K03252
20596	root	K07798
20597	root	K10948
20598	root	K07458
20599	root	K15984
20600	root	K18398
20601	root	K23309
20602	root	K18554
20603	root	K18360
20604	root	K15717
20605	root	K17452
20606	root	K08314
20607	root	K19741
20608	root	K16813
20609	root	K04206
20610	root	K15416
20611	root	K13526
20612	root	K06533
20613	root	K09294
20614	root	K11225
20615	root	K11844
20616	root	K24360
20617	root	K08232
20618	root	K11339
20619	root	K13910
20620	root	K12145
20621	root	K19768
20622	root	K17069
20623	root	K18011
20624	root	K23910
20625	root	K13110
20626	root	K15239
20627	root	K02755
20628	root	K11608
20629	root	K03854
20630	root	K14968
20631	root	K00495
20632	root	K13713
20633	root	K00917
20634	root	K21186
20635	root	K22751
20636	root	K07182
20637	root	K16736
20638	root	K20048
20639	root	K13870
20640	root	K22796
20641	root	K22310
20642	root	K12584
20643	root	K08829
20644	root	K03035
20645	root	K25351
20646	root	K08988
20647	root	K19623
20648	root	K25812
20649	root	K02570
20650	root	K14299
20651	root	K18754
20652	root	K22476
20653	root	K20152
20654	root	K07238
20655	root	K17915
20656	root	K04976
20657	root	K08426
20658	root	K12824
20659	root	K07308
20660	root	K11444
20661	root	K22765
20662	root	K17054
20663	root	K25411
20664	root	K20319
20665	root	K07305
20666	root	K07572
20667	root	K13285
20668	root	K22073
20669	root	K07225
20670	root	K03121
20671	root	K03786
20672	root	K05561
20673	root	K08471
20674	root	K22255
20675	root	K25111
20676	root	K25323
20677	root	K14780
20678	root	K15552
20679	root	K17209
20680	root	K07129
20681	root	K04746
20682	root	K23482
20683	root	K00507
20684	root	K15515
20685	root	K17972
20686	root	K07125
20687	root	K11934
20688	root	K22007
20689	root	K04935
20690	root	K01452
20691	root	K18010
20692	root	K13747
20693	root	K02400
20694	root	K12834
20695	root	K12538
20696	root	K06611
20697	root	K05567
20698	root	K14980
20699	root	K18578
20700	root	K10417
20701	root	K19150
20702	root	K22682
20703	root	K03506
20704	root	K13758
20705	root	K06603
20706	root	K02882
20707	root	K02452
20708	root	K15064
20709	root	K05997
20710	root	K06901
20711	root	K11054
20712	root	K05705
20713	root	K25103
20714	root	K24168
20715	root	K23819
20716	root	K06099
20717	root	K07749
20718	root	K19499
20719	root	K12667
20720	root	K18812
20721	root	K20881
20722	root	K11194
20723	root	K10385
20724	root	K08689
20725	root	K24408
20726	root	K19288
20727	root	K19014
20728	root	K01845
20729	root	K04281
20730	root	K10048
20731	root	K25676
20732	root	K18193
20733	root	K24624
20734	root	K15664
20735	root	K14445
20736	root	K22494
20737	root	K11467
20738	root	K13096
20739	root	K25403
20740	root	K16509
20741	root	K04561
20742	root	K23385
20743	root	K03905
20744	root	K18375
20745	root	K19751
20746	root	K08650
20747	root	K13419
20748	root	K24825
20749	root	K14065
20750	root	K19259
20751	root	K15849
20752	root	K18424
20753	root	K04532
20754	root	K18923
20755	root	K25545
20756	root	K17081
20757	root	K13393
20758	root	K07248
20759	root	K11797
20760	root	K22699
20761	root	K13235
20762	root	K15357
20763	root	K01085
20764	root	K01621
20765	root	K21854
20766	root	K23055
20767	root	K03312
20768	root	K24298
20769	root	K01940
20770	root	K20086
20771	root	K17266
20772	root	K08898
20773	root	K10907
20774	root	K15668
20775	root	K15284
20776	root	K08535
20777	root	K18293
20778	root	K18224
20779	root	K07889
20780	root	K09017
20781	root	K15085
20782	root	K14217
20783	root	K22497
20784	root	K12554
20785	root	K05071
20786	root	K10090
20787	root	K08654
20788	root	K19019
20789	root	K22016
20790	root	K24225
20791	root	K18808
20792	root	K03794
20793	root	K02722
20794	root	K09174
20795	root	K03533
20796	root	K18934
20797	root	K22304
20798	root	K20953
20799	root	K16067
20800	root	K10785
20801	root	K21723
20802	root	K01890
20803	root	K12363
20804	root	K23183
20805	root	K07089
20806	root	K14442
20807	root	K19530
20808	root	K10429
20809	root	K11241
20810	root	K17390
20811	root	K19973
20812	root	K16593
20813	root	K10389
20814	root	K07251
20815	root	K15352
20816	root	K05064
20817	root	K13451
20818	root	K09333
20819	root	K09934
20820	root	K13589
20821	root	K18400
20822	root	K25078
20823	root	K21860
20824	root	K25333
20825	root	K07807
20826	root	K02481
20827	root	K14170
20828	root	K06719
20829	root	K08997
20830	root	K08458
20831	root	K03151
20832	root	K20854
20833	root	K02464
20834	root	K00286
20835	root	K23105
20836	root	K21231
20837	root	K00573
20838	root	K21433
20839	root	K01532
20840	root	K02111
20841	root	K23009
20842	root	K04409
20843	root	K14957
20844	root	K23263
20845	root	K12400
20846	root	K08670
20847	root	K20823
20848	root	K11829
20849	root	K25561
20850	root	K13860
20851	root	K00025
20852	root	K15634
20853	root	K03834
20854	root	K04658
20855	root	K06355
20856	root	K07043
20857	root	K06130
20858	root	K19338
20859	root	K09454
20860	root	K18418
20861	root	K18527
20862	root	K07786
20863	root	K09026
20864	root	K15487
20865	root	K23875
20866	root	K16945
20867	root	K06618
20868	root	K11992
20869	root	K11426
20870	root	K25484
20871	root	K17167
20872	root	K12331
20873	root	K09526
20874	root	K19435
20875	root	K16332
20876	root	K16457
20877	root	K12123
20878	root	K02496
20879	root	K04314
20880	root	K04870
20881	root	K18060
20882	root	K11842
20883	root	K13462
20884	root	K09966
20885	root	K21550
20886	root	K17182
20887	root	K16915
20888	root	K03032
20889	root	K05255
20890	root	K09213
20891	root	K21991
20892	root	K16754
20893	root	K03881
20894	root	K11912
20895	root	K17937
20896	root	K17724
20897	root	K00428
20898	root	K07879
20899	root	K19931
20900	root	K23508
20901	root	K11763
20902	root	K16715
20903	root	K15212
20904	root	K23628
20905	root	K24652
20906	root	K18407
20907	root	K01856
20908	root	K25068
20909	root	K00360
20910	root	K05079
20911	root	K11453
20912	root	K21295
20913	root	K01378
20914	root	K24405
20915	root	K07900
20916	root	K03406
20917	root	K10079
20918	root	K24305
20919	root	K13602
20920	root	K13302
20921	root	K24893
20922	root	K02081
20923	root	K15557
20924	root	K11928
20925	root	K12382
20926	root	K17904
20927	root	K02006
20928	root	K10149
20929	root	K22564
20930	root	K17203
20931	root	K20910
20932	root	K07076
20933	root	K13214
20934	root	K06999
20935	root	K04684
20936	root	K17521
20937	root	K03856
20938	root	K13724
20939	root	K19621
20940	root	K16862
20941	root	K00736
20942	root	K17010
20943	root	K07990
20944	root	K08550
20945	root	K24722
20946	root	K21776
20947	root	K07883
20948	root	K21464
20949	root	K12209
20950	root	K24188
20951	root	K01582
20952	root	K12374
20953	root	K14648
20954	root	K07302
20955	root	K13647
20956	root	K12365
20957	root	K16678
20958	root	K06278
20959	root	K16793
20960	root	K22959
20961	root	K17664
20962	root	K12914
20963	root	K15982
20964	root	K09054
20965	root	K11118
20966	root	K24919
20967	root	K25374
20968	root	K11261
20969	root	K13141
20970	root	K00287
20971	root	K15814
20972	root	K23431
20973	root	K03895
20974	root	K12394
20975	root	K15933
20976	root	K05210
20977	root	K19195
20978	root	K07691
20979	root	K23958
20980	root	K17430
20981	root	K22858
20982	root	K22901
20983	root	K19066
20984	root	K11818
20985	root	K18871
20986	root	K02460
20987	root	K03891
20988	root	K06236
20989	root	K03836
20990	root	K03239
20991	root	K06108
20992	root	K07405
20993	root	K22232
20994	root	K01870
20995	root	K01908
20996	root	K15575
20997	root	K18907
20998	root	K17522
20999	root	K07714
21000	root	K01729
21001	root	K20897
21002	root	K00513
21003	root	K03428
21004	root	K00098
21005	root	K06068
21006	root	K09236
21007	root	K11645
21008	root	K17406
21009	root	K19661
21010	root	K02936
21011	root	K20488
21012	root	K06967
21013	root	K01286
21014	root	K04767
21015	root	K01419
21016	root	K09219
21017	root	K03319
21018	root	K07108
21019	root	K00901
21020	root	K21859
21021	root	K07512
21022	root	K02456
21023	root	K23137
21024	root	K20223
21025	root	K03966
21026	root	K12044
21027	root	K23379
21028	root	K04567
21029	root	K23811
21030	root	K09075
21031	root	K19607
21032	root	K12337
21033	root	K21562
21034	root	K10674
21035	root	K22819
21036	root	K17071
21037	root	K22240
21038	root	K00775
21039	root	K03182
21040	root	K12984
21041	root	K00893
21042	root	K06542
21043	root	K12624
21044	root	K17419
21045	root	K24584
21046	root	K10747
21047	root	K20121
21048	root	K25020
21049	root	K05115
21050	root	K12788
21051	root	K14878
21052	root	K25317
21053	root	K07554
21054	root	K05089
21055	root	K05668
21056	root	K08525
21057	root	K01042
21058	root	K24505
21059	root	K03678
21060	root	K12987
21061	root	K17920
21062	root	K18350
21063	root	K07260
21064	root	K03311
21065	root	K19557
21066	root	K15159
21067	root	K13719
21068	root	K04307
21069	root	K05842
21070	root	K24731
21071	root	K12456
21072	root	K18409
21073	root	K19358
21074	root	K09801
21075	root	K12519
21076	root	K05430
21077	root	K24713
21078	root	K14610
21079	root	K20523
21080	root	K04606
21081	root	K16950
21082	root	K13664
21083	root	K18083
21084	root	K01459
21085	root	K11673
21086	root	K24743
21087	root	K25551
21088	root	K11459
21089	root	K07983
21090	root	K02047
21091	root	K01500
21092	root	K00764
21093	root	K12883
21094	root	K20452
21095	root	K17347
21096	root	K16769
21097	root	K10892
21098	root	K01317
21099	root	K11632
21100	root	K17299
21101	root	K01534
21102	root	K14380
21103	root	K15681
21104	root	K07505
21105	root	K15437
21106	root	K16895
21107	root	K08783
21108	root	K24023
21109	root	K22013
21110	root	K11553
21111	root	K02114
21112	root	K18877
21113	root	K20607
21114	root	K00241
21115	root	K04583
21116	root	K10984
21117	root	K00133
21118	root	K12976
21119	root	K09959
21120	root	K11969
21121	root	K04426
21122	root	K14114
21123	root	K10908
21124	root	K09725
21125	root	K04641
21126	root	K22163
21127	root	K05925
21128	root	K14595
21129	root	K01120
21130	root	K25857
21131	root	K02620
21132	root	K06455
21133	root	K07107
21134	root	K21446
21135	root	K09805
21136	root	K16159
21137	root	K18245
21138	root	K08759
21139	root	K03368
21140	root	K14125
21141	root	K14348
21142	root	K19121
21143	root	K19219
21144	root	K02592
21145	root	K20151
21146	root	K22185
21147	root	K01543
21148	root	K08614
21149	root	K24622
21150	root	K00634
21151	root	K10032
21152	root	K13673
21153	root	K06494
21154	root	K11248
21155	root	K12159
21156	root	K21580
21157	root	K16122
21158	root	K13016
21159	root	K12408
21160	root	K23885
21161	root	K20811
21162	root	K23268
21163	root	K14714
21164	root	K00181
21165	root	K13732
21166	root	K10250
21167	root	K14929
21168	root	K01996
21169	root	K10338
21170	root	K21504
21171	root	K24228
21172	root	K11820
21173	root	K22988
21174	root	K09230
21175	root	K02198
21176	root	K09987
21177	root	K13383
21178	root	K07350
21179	root	K03817
21180	root	K06306
21181	root	K10148
21182	root	K15246
21183	root	K00814
21184	root	K08246
21185	root	K05553
21186	root	K15039
21187	root	K16797
21188	root	K09995
21189	root	K23261
21190	root	K04520
21191	root	K11945
21192	root	K04696
21193	root	K15073
21194	root	K07942
21195	root	K07154
21196	root	K21239
21197	root	K05988
21198	root	K05986
21199	root	K25575
21200	root	K23771
21201	root	K02294
21202	root	K06935
21203	root	K05809
21204	root	K17893
21205	root	K00167
21206	root	K20407
21207	root	K19808
21208	root	K07265
21209	root	K04299
21210	root	K00798
21211	root	K13802
21212	root	K04028
21213	root	K22021
21214	root	K23530
21215	root	K02199
21216	root	K05861
21217	root	K14863
21218	root	K15841
21219	root	K15611
21220	root	K12449
21221	root	K11704
21222	root	K21471
21223	root	K23592
21224	root	K04613
21225	root	K25234
21226	root	K07254
21227	root	K23928
21228	root	K07027
21229	root	K15333
21230	root	K07710
21231	root	K06813
21232	root	K02022
21233	root	K12506
21234	root	K20343
21235	root	K07949
21236	root	K18458
21237	root	K04729
21238	root	K06311
21239	root	K16360
21240	root	K12293
21241	root	K23050
21242	root	K14163
21243	root	K22803
21244	root	K13298
21245	root	K19020
21246	root	K05129
21247	root	K03561
21248	root	K18712
21249	root	K08334
21250	root	K14414
21251	root	K01791
21252	root	K10972
21253	root	K23894
21254	root	K25179
21255	root	K06310
21256	root	K10125
21257	root	K01596
21258	root	K17404
21259	root	K12658
21260	root	K18180
21261	root	K12218
21262	root	K16691
21263	root	K17389
21264	root	K01886
21265	root	K18620
21266	root	K00638
21267	root	K08858
21268	root	K22469
21269	root	K25297
21270	root	K02323
21271	root	K24863
21272	root	K23448
21273	root	K11685
21274	root	K14948
21275	root	K12234
21276	root	K00014
21277	root	K07355
21278	root	K01262
21279	root	K20492
21280	root	K14438
21281	root	K15749
21282	root	K17949
21283	root	K17060
21284	root	K05232
21285	root	K22584
21286	root	K06765
21287	root	K14076
21288	root	K11321
21289	root	K02288
21290	root	K07577
21291	root	K22538
21292	root	K14206
21293	root	K08744
21294	root	K18611
21295	root	K24200
21296	root	K04830
21297	root	K21147
21298	root	K18550
21299	root	K05493
21300	root	K15942
21301	root	K18251
21302	root	K12131
21303	root	K12704
21304	root	K19064
21305	root	K19296
21306	root	K24540
21307	root	K00840
21308	root	K00169
21309	root	K00602
21310	root	K20647
21311	root	K08160
21312	root	K18212
21313	root	K02208
21314	root	K09614
21315	root	K17662
21316	root	K09615
21317	root	K19671
21318	root	K24051
21319	root	K22694
21320	root	K11802
21321	root	K18731
21322	root	K09574
21323	root	K19901
21324	root	K22861
21325	root	K22964
21326	root	K02231
21327	root	K08065
21328	root	K13777
21329	root	K02955
21330	root	K07828
21331	root	K04309
21332	root	K22777
21333	root	K16140
21334	root	K04138
21335	root	K11604
21336	root	K05259
21337	root	K21179
21338	root	K13937
21339	root	K20279
21340	root	K08900
21341	root	K19538
21342	root	K06853
21343	root	K05104
21344	root	K07724
21345	root	K25474
21346	root	K18914
21347	root	K15693
21348	root	K08791
21349	root	K04151
21350	root	K05343
21351	root	K01980
21352	root	K23717
21353	root	K18694
21354	root	K21062
21355	root	K16770
21356	root	K19679
21357	root	K13675
21358	root	K15497
21359	root	K23464
21360	root	K21052
21361	root	K15230
21362	root	K15989
21363	root	K23630
21364	root	K20994
21365	root	K18112
21366	root	K15257
21367	root	K02501
